time,canopy.ca_conc,canopy.lai,leaf.d13c,apar,A,d13c,Acg_lim,Ajg_lim,Apg_lim,cb,ci,cc,gb,gs,gi,g,rd,m,G_dir,k_dir,k_diff,k_dirprime,k_diffprime,k_vcmax,lscattering,alb_dir,alb_diff,alb_dir_can,alb_diff_can
        1908,      298.82,           3,f_d13c_classical,    690.1394,    15.89787,    20.93079,           0,    0.000000,           0,           0,    23.88590,    23.88590,         Inf,   0.4024152,         Inf,   0.4024152,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1909,      299.15,           3,f_d13c_classical,    690.1394,    15.91499,    20.93223,           0,    0.000000,           0,           0,    23.91229,    23.91229,         Inf,   0.4024049,         Inf,   0.4024049,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1910,      299.49,           3,f_d13c_classical,    690.1394,    15.93261,    20.93370,           0,    0.000000,           0,           0,    23.93949,    23.93949,         Inf,   0.4023940,         Inf,   0.4023940,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1911,      299.84,           3,f_d13c_classical,    690.1394,    15.95074,    20.93521,           0,    0.000000,           0,           0,    23.96748,    23.96748,         Inf,   0.4023827,         Inf,   0.4023827,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1912,      300.20,           3,f_d13c_classical,    690.1394,    15.96938,    20.93676,           0,    0.000000,           0,           0,    23.99627,    23.99627,         Inf,   0.4023707,         Inf,   0.4023707,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1913,      300.58,           3,f_d13c_classical,    690.1394,    15.98905,    20.93839,           0,    0.000000,           0,           0,    24.02666,    24.02666,         Inf,   0.4023579,         Inf,   0.4023579,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1914,      300.97,           3,f_d13c_classical,    690.1394,    16.00922,    20.94006,           0,    0.000000,           0,           0,    24.05786,    24.05786,         Inf,   0.4023445,         Inf,   0.4023445,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1915,      301.36,           3,f_d13c_classical,    690.1394,    16.02937,    20.94173,           0,    0.000000,           0,           0,    24.08905,    24.08905,         Inf,   0.4023308,         Inf,   0.4023308,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1916,      301.76,           3,f_d13c_classical,    690.1394,    16.05003,    20.94344,           0,    0.000000,           0,           0,    24.12104,    24.12104,         Inf,   0.4023164,         Inf,   0.4023164,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1917,      302.16,           3,f_d13c_classical,    690.1394,    16.07067,    20.94514,           0,    0.000000,           0,           0,    24.15303,    24.15303,         Inf,   0.4023018,         Inf,   0.4023018,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1918,      302.55,           3,f_d13c_classical,    690.1394,    16.09079,    20.94679,           0,    0.000000,           0,           0,    24.18423,    24.18423,         Inf,   0.4022873,         Inf,   0.4022873,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1919,      302.92,           3,f_d13c_classical,    690.1394,    16.10986,    20.94836,           0,    0.000000,           0,           0,    24.21382,    24.21382,         Inf,   0.4022733,         Inf,   0.4022733,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1920,      303.28,           3,f_d13c_classical,    690.1394,    16.12841,    20.94988,           0,    0.000000,           0,           0,    24.24262,    24.24262,         Inf,   0.4022595,         Inf,   0.4022595,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1921,      303.63,           3,f_d13c_classical,    690.1394,    16.14643,    20.95136,           0,    0.000000,           0,           0,    24.27061,    24.27061,         Inf,   0.4022458,         Inf,   0.4022458,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1922,      303.97,           3,f_d13c_classical,    690.1394,    16.16392,    20.95279,           0,    0.000000,           0,           0,    24.29781,    24.29781,         Inf,   0.4022324,         Inf,   0.4022324,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1923,      304.32,           3,f_d13c_classical,    690.1394,    16.18192,    20.95426,           0,    0.000000,           0,           0,    24.32581,    24.32581,         Inf,   0.4022183,         Inf,   0.4022183,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1924,      304.66,           3,f_d13c_classical,    690.1394,    16.19940,    20.95568,           0,    0.000000,           0,           0,    24.35300,    24.35300,         Inf,   0.4022044,         Inf,   0.4022044,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1925,      305.01,           3,f_d13c_classical,    690.1394,    16.21738,    20.95715,           0,    0.000000,           0,           0,    24.38100,    24.38100,         Inf,   0.4021899,         Inf,   0.4021899,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1926,      305.36,           3,f_d13c_classical,    690.1394,    16.23535,    20.95861,           0,    0.000000,           0,           0,    24.40900,    24.40900,         Inf,   0.4021753,         Inf,   0.4021753,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1927,      305.73,           3,f_d13c_classical,    690.1394,    16.25433,    20.96015,           0,    0.000000,           0,           0,    24.43859,    24.43859,         Inf,   0.4021595,         Inf,   0.4021595,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1928,      306.10,           3,f_d13c_classical,    690.1394,    16.27331,    20.96168,           0,    0.000000,           0,           0,    24.46819,    24.46819,         Inf,   0.4021436,         Inf,   0.4021436,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1929,      306.47,           3,f_d13c_classical,    690.1394,    16.29227,    20.96322,           0,    0.000000,           0,           0,    24.49779,    24.49779,         Inf,   0.4021274,         Inf,   0.4021274,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1930,      306.84,           3,f_d13c_classical,    690.1394,    16.31122,    20.96475,           0,    0.000000,           0,           0,    24.52739,    24.52739,         Inf,   0.4021110,         Inf,   0.4021110,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1931,      307.21,           3,f_d13c_classical,    690.1394,    16.33016,    20.96627,           0,    0.000000,           0,           0,    24.55699,    24.55699,         Inf,   0.4020943,         Inf,   0.4020943,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1932,      307.58,           3,f_d13c_classical,    690.1394,    16.34908,    20.96779,           0,    0.000000,           0,           0,    24.58659,    24.58659,         Inf,   0.4020775,         Inf,   0.4020775,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1933,      307.95,           3,f_d13c_classical,    690.1394,    16.36800,    20.96931,           0,    0.000000,           0,           0,    24.61619,    24.61619,         Inf,   0.4020604,         Inf,   0.4020604,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1934,      308.32,           3,f_d13c_classical,    690.1394,    16.38691,    20.97083,           0,    0.000000,           0,           0,    24.64579,    24.64579,         Inf,   0.4020431,         Inf,   0.4020431,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1935,      308.68,           3,f_d13c_classical,    690.1394,    16.40529,    20.97230,           0,    0.000000,           0,           0,    24.67459,    24.67459,         Inf,   0.4020261,         Inf,   0.4020261,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1936,      309.04,           3,f_d13c_classical,    690.1394,    16.42366,    20.97377,           0,    0.000000,           0,           0,    24.70339,    24.70339,         Inf,   0.4020089,         Inf,   0.4020089,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1937,      309.38,           3,f_d13c_classical,    690.1394,    16.44100,    20.97516,           0,    0.000000,           0,           0,    24.73059,    24.73059,         Inf,   0.4019924,         Inf,   0.4019924,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1938,      309.70,           3,f_d13c_classical,    690.1394,    16.45731,    20.97646,           0,    0.000000,           0,           0,    24.75619,    24.75619,         Inf,   0.4019767,         Inf,   0.4019767,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1939,      310.01,           3,f_d13c_classical,    690.1394,    16.47311,    20.97771,           0,    0.000000,           0,           0,    24.78099,    24.78099,         Inf,   0.4019614,         Inf,   0.4019614,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1940,      310.27,           3,f_d13c_classical,    690.1394,    16.48635,    20.97876,           0,    0.000000,           0,           0,    24.80179,    24.80179,         Inf,   0.4019484,         Inf,   0.4019484,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1941,      310.50,           3,f_d13c_classical,    690.1394,    16.49806,    20.97969,           0,    0.000000,           0,           0,    24.82019,    24.82019,         Inf,   0.4019369,         Inf,   0.4019369,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1942,      310.68,           3,f_d13c_classical,    690.1394,    16.50722,    20.98042,           0,    0.000000,           0,           0,    24.83459,    24.83459,         Inf,   0.4019278,         Inf,   0.4019278,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1943,      310.82,           3,f_d13c_classical,    690.1394,    16.51434,    20.98099,           0,    0.000000,           0,           0,    24.84579,    24.84579,         Inf,   0.4019207,         Inf,   0.4019207,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1944,      310.93,           3,f_d13c_classical,    690.1394,    16.51993,    20.98143,           0,    0.000000,           0,           0,    24.85460,    24.85460,         Inf,   0.4019150,         Inf,   0.4019150,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1945,      311.03,           3,f_d13c_classical,    690.1394,    16.52502,    20.98183,           0,    0.000000,           0,           0,    24.86260,    24.86260,         Inf,   0.4019099,         Inf,   0.4019099,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1946,      311.12,           3,f_d13c_classical,    690.1394,    16.52960,    20.98219,           0,    0.000000,           0,           0,    24.86980,    24.86980,         Inf,   0.4019053,         Inf,   0.4019053,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1947,      311.23,           3,f_d13c_classical,    690.1394,    16.53519,    20.98264,           0,    0.000000,           0,           0,    24.87860,    24.87860,         Inf,   0.4018996,         Inf,   0.4018996,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1948,      311.36,           3,f_d13c_classical,    690.1394,    16.54180,    20.98316,           0,    0.000000,           0,           0,    24.88900,    24.88900,         Inf,   0.4018929,         Inf,   0.4018929,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1949,      311.52,           3,f_d13c_classical,    690.1394,    16.54993,    20.98380,           0,    0.000000,           0,           0,    24.90180,    24.90180,         Inf,   0.4018846,         Inf,   0.4018846,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1950,      311.71,           3,f_d13c_classical,    690.1394,    16.55958,    20.98457,           0,    0.000000,           0,           0,    24.91700,    24.91700,         Inf,   0.4018747,         Inf,   0.4018747,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1951,      311.92,           3,f_d13c_classical,    690.1394,    16.57025,    20.98541,           0,    0.000000,           0,           0,    24.93380,    24.93380,         Inf,   0.4018637,         Inf,   0.4018637,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1952,      312.16,           3,f_d13c_classical,    690.1394,    16.58243,    20.98637,           0,    0.000000,           0,           0,    24.95301,    24.95301,         Inf,   0.4018510,         Inf,   0.4018510,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1953,      312.44,           3,f_d13c_classical,    690.1394,    16.59664,    20.98749,           0,    0.000000,           0,           0,    24.97541,    24.97541,         Inf,   0.4018361,         Inf,   0.4018361,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1954,      312.75,           3,f_d13c_classical,    690.1394,    16.61236,    20.98872,           0,    0.000000,           0,           0,    25.00021,    25.00021,         Inf,   0.4018195,         Inf,   0.4018195,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1955,      313.09,           3,f_d13c_classical,    690.1394,    16.62960,    20.99008,           0,    0.000000,           0,           0,    25.02742,    25.02742,         Inf,   0.4018011,         Inf,   0.4018011,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1956,      313.48,           3,f_d13c_classical,    690.1394,    16.64936,    20.99163,           0,    0.000000,           0,           0,    25.05862,    25.05862,         Inf,   0.4017798,         Inf,   0.4017798,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1957,      313.93,           3,f_d13c_classical,    690.1394,    16.67214,    20.99341,           0,    0.000000,           0,           0,    25.09463,    25.09463,         Inf,   0.4017549,         Inf,   0.4017549,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1958,      314.75,           3,f_d13c_classical,    690.1394,    16.71362,    20.99665,           0,    0.000000,           0,           0,    25.16024,    25.16024,         Inf,   0.4017088,         Inf,   0.4017088,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1959,      315.53,           3,f_d13c_classical,    690.1394,    16.75302,    20.99971,           0,    0.000000,           0,           0,    25.22265,    25.22265,         Inf,   0.4016640,         Inf,   0.4016640,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1960,      316.44,           3,f_d13c_classical,    690.1394,    16.79892,    21.00327,           0,    0.000000,           0,           0,    25.29547,    25.29547,         Inf,   0.4016106,         Inf,   0.4016106,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1961,      317.15,           3,f_d13c_classical,    690.1394,    16.83469,    21.00603,           0,    0.000000,           0,           0,    25.35229,    25.35229,         Inf,   0.4015682,         Inf,   0.4015682,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1962,      317.94,           3,f_d13c_classical,    690.1394,    16.87444,    21.00910,           0,    0.000000,           0,           0,    25.41551,    25.41551,         Inf,   0.4015201,         Inf,   0.4015201,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1963,      318.46,           3,f_d13c_classical,    690.1394,    16.90058,    21.01110,           0,    0.000000,           0,           0,    25.45712,    25.45712,         Inf,   0.4014880,         Inf,   0.4014880,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1964,      319.06,           3,f_d13c_classical,    690.1394,    16.93071,    21.01341,           0,    0.000000,           0,           0,    25.50513,    25.50513,         Inf,   0.4014504,         Inf,   0.4014504,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1965,      319.46,           3,f_d13c_classical,    690.1394,    16.95078,    21.01495,           0,    0.000000,           0,           0,    25.53715,    25.53715,         Inf,   0.4014251,         Inf,   0.4014251,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1966,      320.78,           3,f_d13c_classical,    690.1394,    17.01692,    21.01998,           0,    0.000000,           0,           0,    25.64279,    25.64279,         Inf,   0.4013401,         Inf,   0.4013401,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1967,      321.53,           3,f_d13c_classical,    690.1394,    17.05444,    21.02283,           0,    0.000000,           0,           0,    25.70281,    25.70281,         Inf,   0.4012907,         Inf,   0.4012907,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1968,      322.39,           3,f_d13c_classical,    690.1394,    17.09741,    21.02608,           0,    0.000000,           0,           0,    25.77164,    25.77164,         Inf,   0.4012331,         Inf,   0.4012331,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1969,      323.95,           3,f_d13c_classical,    690.1394,    17.17519,    21.03193,           0,    0.000000,           0,           0,    25.89650,    25.89650,         Inf,   0.4011262,         Inf,   0.4011262,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1970,      324.98,           3,f_d13c_classical,    690.1394,    17.22644,    21.03576,           0,    0.000000,           0,           0,    25.97894,    25.97894,         Inf,   0.4010538,         Inf,   0.4010538,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1971,      325.60,           3,f_d13c_classical,    690.1394,    17.25725,    21.03806,           0,    0.000000,           0,           0,    26.02857,    26.02857,         Inf,   0.4010096,         Inf,   0.4010096,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
