time,leaf.ca_conc,leaf.d13c,leaf.gstar,A,Acg,Ajg,Apg,cc,ci,ca,rd,lim,gi,gs,gb,g,d13c
        1871,      288.11,f_d13c_classical,f_gstar_f1980,    9.620537,    12.09473,    16.68026,    29.15642,    22.79387,    22.79387,    29.19275,        0.75,           2,         Inf,   0.2437432,         Inf,   0.2437432,    20.71051
        1872,      288.34,f_d13c_classical,f_gstar_f1980,    9.628189,    12.10205,    16.68321,    29.15256,    22.81207,    22.81207,    29.21605,        0.75,           2,         Inf,   0.2437425,         Inf,   0.2437425,    20.71158
        1873,      288.56,f_d13c_classical,f_gstar_f1980,    9.635505,    12.10905,    16.68603,    29.14887,    22.82948,    22.82948,    29.23834,        0.75,           2,         Inf,   0.2437418,         Inf,   0.2437418,    20.71260
        1874,      288.77,f_d13c_classical,f_gstar_f1980,    9.642486,    12.11573,    16.68872,    29.14535,    22.84609,    22.84609,    29.25962,        0.75,           2,         Inf,   0.2437410,         Inf,   0.2437410,    20.71357
        1875,      288.97,f_d13c_classical,f_gstar_f1980,    9.649132,    12.12208,    16.69128,    29.14200,    22.86192,    22.86192,    29.27989,        0.75,           2,         Inf,   0.2437403,         Inf,   0.2437403,    20.71449
        1876,      289.16,f_d13c_classical,f_gstar_f1980,    9.655444,    12.12812,    16.69371,    29.13883,    22.87695,    22.87695,    29.29914,        0.75,           2,         Inf,   0.2437395,         Inf,   0.2437395,    20.71537
        1877,      289.35,f_d13c_classical,f_gstar_f1980,    9.661754,    12.13416,    16.69613,    29.13566,    22.89198,    22.89198,    29.31839,        0.75,           2,         Inf,   0.2437386,         Inf,   0.2437386,    20.71624
        1878,      289.55,f_d13c_classical,f_gstar_f1980,    9.668394,    12.14051,    16.69868,    29.13234,    22.90781,    22.90781,    29.33865,        0.75,           2,         Inf,   0.2437377,         Inf,   0.2437377,    20.71716
        1879,      289.77,f_d13c_classical,f_gstar_f1980,    9.675695,    12.14749,    16.70149,    29.12868,    22.92521,    22.92521,    29.36095,        0.75,           2,         Inf,   0.2437366,         Inf,   0.2437366,    20.71817
        1880,      290.00,f_d13c_classical,f_gstar_f1980,    9.683326,    12.15479,    16.70441,    29.12486,    22.94341,    22.94341,    29.38425,        0.75,           2,         Inf,   0.2437354,         Inf,   0.2437354,    20.71923
        1881,      290.24,f_d13c_classical,f_gstar_f1980,    9.691285,    12.16240,    16.70746,    29.12089,    22.96240,    22.96240,    29.40857,        0.75,           2,         Inf,   0.2437341,         Inf,   0.2437341,    20.72033
        1882,      290.51,f_d13c_classical,f_gstar_f1980,    9.700235,    12.17096,    16.71089,    29.11643,    22.98376,    22.98376,    29.43593,        0.75,           2,         Inf,   0.2437326,         Inf,   0.2437326,    20.72156
        1883,      290.80,f_d13c_classical,f_gstar_f1980,    9.709844,    12.18015,    16.71456,    29.11165,    23.00671,    23.00671,    29.46531,        0.75,           2,         Inf,   0.2437308,         Inf,   0.2437308,    20.72288
        1884,      291.13,f_d13c_classical,f_gstar_f1980,    9.720772,    12.19061,    16.71874,    29.10622,    23.03282,    23.03282,    29.49875,        0.75,           2,         Inf,   0.2437286,         Inf,   0.2437286,    20.72438
        1885,      291.48,f_d13c_classical,f_gstar_f1980,    9.732356,    12.20169,    16.72316,    29.10048,    23.06051,    23.06051,    29.53421,        0.75,           2,         Inf,   0.2437261,         Inf,   0.2437261,    20.72597
        1886,      291.86,f_d13c_classical,f_gstar_f1980,    9.744926,    12.21371,    16.72794,    29.09427,    23.09058,    23.09058,    29.57271,        0.75,           2,         Inf,   0.2437233,         Inf,   0.2437233,    20.72769
        1887,      292.25,f_d13c_classical,f_gstar_f1980,    9.757818,    12.22604,    16.73285,    29.08791,    23.12144,    23.12144,    29.61223,        0.75,           2,         Inf,   0.2437202,         Inf,   0.2437202,    20.72946
        1888,      292.65,f_d13c_classical,f_gstar_f1980,    9.771032,    12.23868,    16.73787,    29.08141,    23.15309,    23.15309,    29.65276,        0.75,           2,         Inf,   0.2437168,         Inf,   0.2437168,    20.73126
        1889,      293.05,f_d13c_classical,f_gstar_f1980,    9.784237,    12.25131,    16.74288,    29.07493,    23.18474,    23.18474,    29.69329,        0.75,           2,         Inf,   0.2437132,         Inf,   0.2437132,    20.73306
        1890,      293.46,f_d13c_classical,f_gstar_f1980,    9.797764,    12.26425,    16.74800,    29.06831,    23.21718,    23.21718,    29.73483,        0.75,           2,         Inf,   0.2437093,         Inf,   0.2437093,    20.73490
        1891,      293.86,f_d13c_classical,f_gstar_f1980,    9.810951,    12.27686,    16.75299,    29.06187,    23.24883,    23.24883,    29.77536,        0.75,           2,         Inf,   0.2437054,         Inf,   0.2437054,    20.73668
        1892,      294.25,f_d13c_classical,f_gstar_f1980,    9.823801,    12.28916,    16.75784,    29.05561,    23.27969,    23.27969,    29.81488,        0.75,           2,         Inf,   0.2437013,         Inf,   0.2437013,    20.73842
        1893,      294.62,f_d13c_classical,f_gstar_f1980,    9.835984,    12.30081,    16.76244,    29.04969,    23.30897,    23.30897,    29.85237,        0.75,           2,         Inf,   0.2436973,         Inf,   0.2436973,    20.74007
        1894,      294.98,f_d13c_classical,f_gstar_f1980,    9.847830,    12.31214,    16.76690,    29.04395,    23.33745,    23.33745,    29.88885,        0.75,           2,         Inf,   0.2436932,         Inf,   0.2436932,    20.74167
        1895,      295.30,f_d13c_classical,f_gstar_f1980,    9.858354,    12.32221,    16.77086,    29.03886,    23.36277,    23.36277,    29.92127,        0.75,           2,         Inf,   0.2436894,         Inf,   0.2436894,    20.74308
        1896,      295.60,f_d13c_classical,f_gstar_f1980,    9.868216,    12.33164,    16.77457,    29.03410,    23.38651,    23.38651,    29.95167,        0.75,           2,         Inf,   0.2436858,         Inf,   0.2436858,    20.74441
        1897,      295.86,f_d13c_classical,f_gstar_f1980,    9.876759,    12.33981,    16.77777,    29.02998,    23.40709,    23.40709,    29.97801,        0.75,           2,         Inf,   0.2436825,         Inf,   0.2436825,    20.74556
        1898,      296.11,f_d13c_classical,f_gstar_f1980,    9.884969,    12.34766,    16.78085,    29.02603,    23.42687,    23.42687,    30.00335,        0.75,           2,         Inf,   0.2436793,         Inf,   0.2436793,    20.74666
        1899,      296.34,f_d13c_classical,f_gstar_f1980,    9.892520,    12.35489,    16.78368,    29.02240,    23.44507,    23.44507,    30.02665,        0.75,           2,         Inf,   0.2436763,         Inf,   0.2436763,    20.74767
        1900,      296.56,f_d13c_classical,f_gstar_f1980,    9.899740,    12.36179,    16.78638,    29.01894,    23.46248,    23.46248,    30.04894,        0.75,           2,         Inf,   0.2436734,         Inf,   0.2436734,    20.74863
        1901,      296.80,f_d13c_classical,f_gstar_f1980,    9.907613,    12.36932,    16.78933,    29.01517,    23.48147,    23.48147,    30.07326,        0.75,           2,         Inf,   0.2436701,         Inf,   0.2436701,    20.74969
        1902,      297.04,f_d13c_classical,f_gstar_f1980,    9.915483,    12.37685,    16.79227,    29.01140,    23.50046,    23.50046,    30.09758,        0.75,           2,         Inf,   0.2436668,         Inf,   0.2436668,    20.75074
        1903,      297.29,f_d13c_classical,f_gstar_f1980,    9.923678,    12.38469,    16.79533,    29.00749,    23.52024,    23.52024,    30.12291,        0.75,           2,         Inf,   0.2436632,         Inf,   0.2436632,    20.75183
        1904,      297.57,f_d13c_classical,f_gstar_f1980,    9.932852,    12.39346,    16.79875,    29.00311,    23.54240,    23.54240,    30.15128,        0.75,           2,         Inf,   0.2436592,         Inf,   0.2436592,    20.75305
        1905,      297.87,f_d13c_classical,f_gstar_f1980,    9.942677,    12.40286,    16.80242,    28.99843,    23.56614,    23.56614,    30.18168,        0.75,           2,         Inf,   0.2436547,         Inf,   0.2436547,    20.75436
        1906,      298.17,f_d13c_classical,f_gstar_f1980,    9.952497,    12.41225,    16.80607,    28.99377,    23.58988,    23.58988,    30.21208,        0.75,           2,         Inf,   0.2436502,         Inf,   0.2436502,    20.75566
        1907,      298.49,f_d13c_classical,f_gstar_f1980,    9.962966,    12.42227,    16.80997,    28.98880,    23.61520,    23.61520,    30.24450,        0.75,           2,         Inf,   0.2436452,         Inf,   0.2436452,    20.75705
        1908,      298.82,f_d13c_classical,f_gstar_f1980,    9.973756,    12.43259,    16.81397,    28.98369,    23.64132,    23.64132,    30.27794,        0.75,           2,         Inf,   0.2436400,         Inf,   0.2436400,    20.75848
        1909,      299.15,f_d13c_classical,f_gstar_f1980,    9.984541,    12.44290,    16.81797,    28.97860,    23.66743,    23.66743,    30.31137,        0.75,           2,         Inf,   0.2436346,         Inf,   0.2436346,    20.75990
        1910,      299.49,f_d13c_classical,f_gstar_f1980,    9.995646,    12.45353,    16.82209,    28.97336,    23.69434,    23.69434,    30.34582,        0.75,           2,         Inf,   0.2436289,         Inf,   0.2436289,    20.76137
        1911,      299.84,f_d13c_classical,f_gstar_f1980,   10.007072,    12.46445,    16.82632,    28.96799,    23.72204,    23.72204,    30.38129,        0.75,           2,         Inf,   0.2436229,         Inf,   0.2436229,    20.76287
        1912,      300.20,f_d13c_classical,f_gstar_f1980,   10.018817,    12.47569,    16.83066,    28.96247,    23.75053,    23.75053,    30.41776,        0.75,           2,         Inf,   0.2436166,         Inf,   0.2436166,    20.76442
        1913,      300.58,f_d13c_classical,f_gstar_f1980,   10.031207,    12.48754,    16.83523,    28.95667,    23.78060,    23.78060,    30.45627,        0.75,           2,         Inf,   0.2436098,         Inf,   0.2436098,    20.76604
        1914,      300.97,f_d13c_classical,f_gstar_f1980,   10.043915,    12.49969,    16.83992,    28.95073,    23.81146,    23.81146,    30.49579,        0.75,           2,         Inf,   0.2436027,         Inf,   0.2436027,    20.76771
        1915,      301.36,f_d13c_classical,f_gstar_f1980,   10.056615,    12.51184,    16.84459,    28.94481,    23.84232,    23.84232,    30.53530,        0.75,           2,         Inf,   0.2435954,         Inf,   0.2435954,    20.76937
        1916,      301.76,f_d13c_classical,f_gstar_f1980,   10.069632,    12.52429,    16.84938,    28.93875,    23.87398,    23.87398,    30.57583,        0.75,           2,         Inf,   0.2435877,         Inf,   0.2435877,    20.77107
        1917,      302.16,f_d13c_classical,f_gstar_f1980,   10.082640,    12.53674,    16.85415,    28.93272,    23.90564,    23.90564,    30.61636,        0.75,           2,         Inf,   0.2435798,         Inf,   0.2435798,    20.77277
        1918,      302.55,f_d13c_classical,f_gstar_f1980,   10.095315,    12.54886,    16.85880,    28.92685,    23.93650,    23.93650,    30.65588,        0.75,           2,         Inf,   0.2435720,         Inf,   0.2435720,    20.77441
        1919,      302.92,f_d13c_classical,f_gstar_f1980,   10.107333,    12.56035,    16.86320,    28.92130,    23.96578,    23.96578,    30.69337,        0.75,           2,         Inf,   0.2435644,         Inf,   0.2435644,    20.77597
        1920,      303.28,f_d13c_classical,f_gstar_f1980,   10.119019,    12.57153,    16.86747,    28.91591,    23.99427,    23.99427,    30.72985,        0.75,           2,         Inf,   0.2435569,         Inf,   0.2435569,    20.77749
        1921,      303.63,f_d13c_classical,f_gstar_f1980,   10.130373,    12.58239,    16.87162,    28.91069,    24.02197,    24.02197,    30.76531,        0.75,           2,         Inf,   0.2435494,         Inf,   0.2435494,    20.77896
        1922,      303.97,f_d13c_classical,f_gstar_f1980,   10.141397,    12.59294,    16.87564,    28.90563,    24.04888,    24.04888,    30.79976,        0.75,           2,         Inf,   0.2435421,         Inf,   0.2435421,    20.78038
        1923,      304.32,f_d13c_classical,f_gstar_f1980,   10.152739,    12.60379,    16.87977,    28.90044,    24.07658,    24.07658,    30.83522,        0.75,           2,         Inf,   0.2435344,         Inf,   0.2435344,    20.78184
        1924,      304.66,f_d13c_classical,f_gstar_f1980,   10.163751,    12.61432,    16.88378,    28.89541,    24.10349,    24.10349,    30.86967,        0.75,           2,         Inf,   0.2435267,         Inf,   0.2435267,    20.78326
        1925,      305.01,f_d13c_classical,f_gstar_f1980,   10.175079,    12.62515,    16.88789,    28.89024,    24.13119,    24.13119,    30.90514,        0.75,           2,         Inf,   0.2435188,         Inf,   0.2435188,    20.78472
        1926,      305.36,f_d13c_classical,f_gstar_f1980,   10.186402,    12.63598,    16.89200,    28.88508,    24.15889,    24.15889,    30.94060,        0.75,           2,         Inf,   0.2435107,         Inf,   0.2435107,    20.78617
        1927,      305.73,f_d13c_classical,f_gstar_f1980,   10.198364,    12.64743,    16.89634,    28.87965,    24.18817,    24.18817,    30.97809,        0.75,           2,         Inf,   0.2435019,         Inf,   0.2435019,    20.78770
        1928,      306.10,f_d13c_classical,f_gstar_f1980,   10.210319,    12.65886,    16.90067,    28.87423,    24.21746,    24.21746,    31.01558,        0.75,           2,         Inf,   0.2434931,         Inf,   0.2434931,    20.78923
        1929,      306.47,f_d13c_classical,f_gstar_f1980,   10.222267,    12.67029,    16.90499,    28.86883,    24.24674,    24.24674,    31.05307,        0.75,           2,         Inf,   0.2434841,         Inf,   0.2434841,    20.79076
        1930,      306.84,f_d13c_classical,f_gstar_f1980,   10.234208,    12.68171,    16.90930,    28.86344,    24.27602,    24.27602,    31.09056,        0.75,           2,         Inf,   0.2434750,         Inf,   0.2434750,    20.79228
        1931,      307.21,f_d13c_classical,f_gstar_f1980,   10.246141,    12.69313,    16.91360,    28.85807,    24.30531,    24.30531,    31.12805,        0.75,           2,         Inf,   0.2434657,         Inf,   0.2434657,    20.79380
        1932,      307.58,f_d13c_classical,f_gstar_f1980,   10.258068,    12.70453,    16.91790,    28.85271,    24.33459,    24.33459,    31.16554,        0.75,           2,         Inf,   0.2434563,         Inf,   0.2434563,    20.79532
        1933,      307.95,f_d13c_classical,f_gstar_f1980,   10.269987,    12.71593,    16.92218,    28.84737,    24.36388,    24.36388,    31.20303,        0.75,           2,         Inf,   0.2434467,         Inf,   0.2434467,    20.79683
        1934,      308.32,f_d13c_classical,f_gstar_f1980,   10.281899,    12.72733,    16.92646,    28.84204,    24.39316,    24.39316,    31.24052,        0.75,           2,         Inf,   0.2434370,         Inf,   0.2434370,    20.79834
        1935,      308.68,f_d13c_classical,f_gstar_f1980,   10.293481,    12.73841,    16.93062,    28.83687,    24.42165,    24.42165,    31.27700,        0.75,           2,         Inf,   0.2434274,         Inf,   0.2434274,    20.79980
        1936,      309.04,f_d13c_classical,f_gstar_f1980,   10.305058,    12.74948,    16.93477,    28.83171,    24.45015,    24.45015,    31.31348,        0.75,           2,         Inf,   0.2434177,         Inf,   0.2434177,    20.80126
        1937,      309.38,f_d13c_classical,f_gstar_f1980,   10.315984,    12.75993,    16.93868,    28.82685,    24.47706,    24.47706,    31.34793,        0.75,           2,         Inf,   0.2434084,         Inf,   0.2434084,    20.80264
        1938,      309.70,f_d13c_classical,f_gstar_f1980,   10.326263,    12.76976,    16.94235,    28.82229,    24.50239,    24.50239,    31.38035,        0.75,           2,         Inf,   0.2433995,         Inf,   0.2433995,    20.80393
        1939,      310.01,f_d13c_classical,f_gstar_f1980,   10.336215,    12.77928,    16.94591,    28.81788,    24.52692,    24.52692,    31.41176,        0.75,           2,         Inf,   0.2433909,         Inf,   0.2433909,    20.80518
        1940,      310.27,f_d13c_classical,f_gstar_f1980,   10.344558,    12.78726,    16.94888,    28.81420,    24.54750,    24.54750,    31.43811,        0.75,           2,         Inf,   0.2433835,         Inf,   0.2433835,    20.80623
        1941,      310.50,f_d13c_classical,f_gstar_f1980,   10.351936,    12.79432,    16.95151,    28.81094,    24.56571,    24.56571,    31.46141,        0.75,           2,         Inf,   0.2433770,         Inf,   0.2433770,    20.80715
        1942,      310.68,f_d13c_classical,f_gstar_f1980,   10.357707,    12.79984,    16.95357,    28.80839,    24.57995,    24.57995,    31.47965,        0.75,           2,         Inf,   0.2433718,         Inf,   0.2433718,    20.80787
        1943,      310.82,f_d13c_classical,f_gstar_f1980,   10.362195,    12.80413,    16.95516,    28.80642,    24.59104,    24.59104,    31.49384,        0.75,           2,         Inf,   0.2433678,         Inf,   0.2433678,    20.80843
        1944,      310.93,f_d13c_classical,f_gstar_f1980,   10.365721,    12.80750,    16.95642,    28.80486,    24.59974,    24.59974,    31.50498,        0.75,           2,         Inf,   0.2433646,         Inf,   0.2433646,    20.80888
        1945,      311.03,f_d13c_classical,f_gstar_f1980,   10.368926,    12.81057,    16.95756,    28.80345,    24.60766,    24.60766,    31.51511,        0.75,           2,         Inf,   0.2433617,         Inf,   0.2433617,    20.80928
        1946,      311.12,f_d13c_classical,f_gstar_f1980,   10.371809,    12.81333,    16.95858,    28.80218,    24.61478,    24.61478,    31.52423,        0.75,           2,         Inf,   0.2433590,         Inf,   0.2433590,    20.80964
        1947,      311.23,f_d13c_classical,f_gstar_f1980,   10.375333,    12.81670,    16.95984,    28.80064,    24.62349,    24.62349,    31.53538,        0.75,           2,         Inf,   0.2433558,         Inf,   0.2433558,    20.81008
        1948,      311.36,f_d13c_classical,f_gstar_f1980,   10.379497,    12.82068,    16.96132,    28.79881,    24.63378,    24.63378,    31.54855,        0.75,           2,         Inf,   0.2433520,         Inf,   0.2433520,    20.81060
        1949,      311.52,f_d13c_classical,f_gstar_f1980,   10.384620,    12.82558,    16.96314,    28.79656,    24.64644,    24.64644,    31.56476,        0.75,           2,         Inf,   0.2433473,         Inf,   0.2433473,    20.81123
        1950,      311.71,f_d13c_classical,f_gstar_f1980,   10.390702,    12.83140,    16.96529,    28.79389,    24.66148,    24.66148,    31.58402,        0.75,           2,         Inf,   0.2433416,         Inf,   0.2433416,    20.81199
        1951,      311.92,f_d13c_classical,f_gstar_f1980,   10.397423,    12.83783,    16.96768,    28.79095,    24.67810,    24.67810,    31.60529,        0.75,           2,         Inf,   0.2433353,         Inf,   0.2433353,    20.81283
        1952,      312.16,f_d13c_classical,f_gstar_f1980,   10.405100,    12.84517,    16.97040,    28.78759,    24.69710,    24.69710,    31.62961,        0.75,           2,         Inf,   0.2433281,         Inf,   0.2433281,    20.81378
        1953,      312.44,f_d13c_classical,f_gstar_f1980,   10.414053,    12.85373,    16.97357,    28.78368,    24.71926,    24.71926,    31.65798,        0.75,           2,         Inf,   0.2433196,         Inf,   0.2433196,    20.81490
        1954,      312.75,f_d13c_classical,f_gstar_f1980,   10.423961,    12.86321,    16.97707,    28.77936,    24.74380,    24.74380,    31.68939,        0.75,           2,         Inf,   0.2433101,         Inf,   0.2433101,    20.81613
        1955,      313.09,f_d13c_classical,f_gstar_f1980,   10.434822,    12.87360,    16.98091,    28.77464,    24.77071,    24.77071,    31.72384,        0.75,           2,         Inf,   0.2432995,         Inf,   0.2432995,    20.81747
        1956,      313.48,f_d13c_classical,f_gstar_f1980,   10.447273,    12.88551,    16.98531,    28.76923,    24.80158,    24.80158,    31.76336,        0.75,           2,         Inf,   0.2432873,         Inf,   0.2432873,    20.81901
        1957,      313.93,f_d13c_classical,f_gstar_f1980,   10.461629,    12.89924,    16.99037,    28.76301,    24.83721,    24.83721,    31.80896,        0.75,           2,         Inf,   0.2432730,         Inf,   0.2432730,    20.82078
        1958,      314.75,f_d13c_classical,f_gstar_f1980,   10.487763,    12.92424,    16.99955,    28.75173,    24.90211,    24.90211,    31.89204,        0.75,           2,         Inf,   0.2432465,         Inf,   0.2432465,    20.82400
        1959,      315.53,f_d13c_classical,f_gstar_f1980,   10.512589,    12.94798,    17.00826,    28.74106,    24.96386,    24.96386,    31.97108,        0.75,           2,         Inf,   0.2432207,         Inf,   0.2432207,    20.82704
        1960,      316.44,f_d13c_classical,f_gstar_f1980,   10.541514,    12.97565,    17.01838,    28.72869,    25.03589,    25.03589,    32.06328,        0.75,           2,         Inf,   0.2431898,         Inf,   0.2431898,    20.83058
        1961,      317.15,f_d13c_classical,f_gstar_f1980,   10.564051,    12.99721,    17.02623,    28.71910,    25.09210,    25.09210,    32.13522,        0.75,           2,         Inf,   0.2431653,         Inf,   0.2431653,    20.83332
        1962,      317.94,f_d13c_classical,f_gstar_f1980,   10.589098,    13.02116,    17.03495,    28.70848,    25.15463,    25.15463,    32.21527,        0.75,           2,         Inf,   0.2431373,         Inf,   0.2431373,    20.83636
        1963,      318.46,f_d13c_classical,f_gstar_f1980,   10.605567,    13.03692,    17.04066,    28.70152,    25.19580,    25.19580,    32.26796,        0.75,           2,         Inf,   0.2431187,         Inf,   0.2431187,    20.83836
        1964,      319.06,f_d13c_classical,f_gstar_f1980,   10.624553,    13.05508,    17.04724,    28.69353,    25.24330,    25.24330,    32.32875,        0.75,           2,         Inf,   0.2430968,         Inf,   0.2430968,    20.84065
        1965,      319.46,f_d13c_classical,f_gstar_f1980,   10.637199,    13.06717,    17.05161,    28.68822,    25.27496,    25.27496,    32.36928,        0.75,           2,         Inf,   0.2430821,         Inf,   0.2430821,    20.84217
        1966,      320.78,f_d13c_classical,f_gstar_f1980,   10.678875,    13.10704,    17.06599,    28.67080,    25.37946,    25.37946,    32.50303,        0.75,           2,         Inf,   0.2430324,         Inf,   0.2430324,    20.84717
        1967,      321.53,f_d13c_classical,f_gstar_f1980,   10.702515,    13.12965,    17.07411,    28.66098,    25.43883,    25.43883,    32.57903,        0.75,           2,         Inf,   0.2430035,         Inf,   0.2430035,    20.84999
        1968,      322.39,f_d13c_classical,f_gstar_f1980,   10.729587,    13.15554,    17.08339,    28.64978,    25.50692,    25.50692,    32.66617,        0.75,           2,         Inf,   0.2429697,         Inf,   0.2429697,    20.85322
        1969,      323.95,f_d13c_classical,f_gstar_f1980,   10.778599,    13.20242,    17.10012,    28.62964,    25.63042,    25.63042,    32.82423,        0.75,           2,         Inf,   0.2429069,         Inf,   0.2429069,    20.85902
        1970,      324.98,f_d13c_classical,f_gstar_f1980,   10.810891,    13.23331,    17.11110,    28.61647,    25.71197,    25.71197,    32.92860,        0.75,           2,         Inf,   0.2428643,         Inf,   0.2428643,    20.86282
        1971,      325.60,f_d13c_classical,f_gstar_f1980,   10.830304,    13.25188,    17.11768,    28.60858,    25.76106,    25.76106,    32.99142,        0.75,           2,         Inf,   0.2428382,         Inf,   0.2428382,    20.86510
        1972,      326.71,f_d13c_classical,f_gstar_f1980,   10.865010,    13.28507,    17.12941,    28.59455,    25.84894,    25.84894,    33.10389,        0.75,           2,         Inf,   0.2427908,         Inf,   0.2427908,    20.86916
        1973,      328.91,f_d13c_classical,f_gstar_f1980,   10.933674,    13.35069,    17.15248,    28.56705,    26.02312,    26.02312,    33.32681,        0.75,           2,         Inf,   0.2426950,         Inf,   0.2426950,    20.87712
        1974,      329.39,f_d13c_classical,f_gstar_f1980,   10.948610,    13.36498,    17.15748,    28.56111,    26.06113,    26.06113,    33.37544,        0.75,           2,         Inf,   0.2426733,         Inf,   0.2426733,    20.87884
        1975,      330.24,f_d13c_classical,f_gstar_f1980,   10.975031,    13.39025,    17.16630,    28.55064,    26.12843,    26.12843,    33.46157,        0.75,           2,         Inf,   0.2426345,         Inf,   0.2426345,    20.88188
        1976,      331.14,f_d13c_classical,f_gstar_f1980,   11.002966,    13.41697,    17.17561,    28.53961,    26.19969,    26.19969,    33.55276,        0.75,           2,         Inf,   0.2425928,         Inf,   0.2425928,    20.88509
        1977,      332.70,f_d13c_classical,f_gstar_f1980,   11.051293,    13.46319,    17.19164,    28.52066,    26.32322,    26.32322,    33.71083,        0.75,           2,         Inf,   0.2425189,         Inf,   0.2425189,    20.89060
        1978,      334.57,f_d13c_classical,f_gstar_f1980,   11.109063,    13.51845,    17.21070,    28.49821,    26.47129,    26.47129,    33.90031,        0.75,           2,         Inf,   0.2424280,         Inf,   0.2424280,    20.89715
        1979,      335.79,f_d13c_classical,f_gstar_f1980,   11.146660,    13.55441,    17.22305,    28.48372,    26.56790,    26.56790,    34.02392,        0.75,           2,         Inf,   0.2423673,         Inf,   0.2423673,    20.90138
        1980,      337.75,f_d13c_classical,f_gstar_f1980,   11.206908,    13.61204,    17.24273,    28.46069,    26.72311,    26.72311,    34.22252,        0.75,           2,         Inf,   0.2422675,         Inf,   0.2422675,    20.90812
        1981,      339.28,f_d13c_classical,f_gstar_f1980,   11.253808,    13.65690,    17.25797,    28.44291,    26.84427,    26.84427,    34.37755,        0.75,           2,         Inf,   0.2421877,         Inf,   0.2421877,    20.91333
        1982,      340.47,f_d13c_classical,f_gstar_f1980,   11.290206,    13.69171,    17.26974,    28.42922,    26.93851,    26.93851,    34.49812,        0.75,           2,         Inf,   0.2421245,         Inf,   0.2421245,    20.91735
        1983,      342.00,f_d13c_classical,f_gstar_f1980,   11.336903,    13.73638,    17.28479,    28.41177,    27.05968,    27.05968,    34.65315,        0.75,           2,         Inf,   0.2420419,         Inf,   0.2420419,    20.92248
        1984,      343.46,f_d13c_classical,f_gstar_f1980,   11.381358,    13.77890,    17.29904,    28.39528,    27.17530,    27.17530,    34.80108,        0.75,           2,         Inf,   0.2419615,         Inf,   0.2419615,    20.92733
        1985,      344.95,f_d13c_classical,f_gstar_f1980,   11.426620,    13.82219,    17.31349,    28.37862,    27.29331,    27.29331,    34.95206,        0.75,           2,         Inf,   0.2418781,         Inf,   0.2418781,    20.93224
        1986,      346.28,f_d13c_classical,f_gstar_f1980,   11.466931,    13.86075,    17.32630,    28.36388,    27.39865,    27.39865,    35.08682,        0.75,           2,         Inf,   0.2418023,         Inf,   0.2418023,    20.93659
        1987,      348.15,f_d13c_classical,f_gstar_f1980,   11.523465,    13.91483,    17.34418,    28.34337,    27.54675,    27.54675,    35.27630,        0.75,           2,         Inf,   0.2416940,         Inf,   0.2416940,    20.94266
        1988,      350.39,f_d13c_classical,f_gstar_f1980,   11.590966,    13.97939,    17.36539,    28.31914,    27.72418,    27.72418,    35.50327,        0.75,           2,         Inf,   0.2415613,         Inf,   0.2415613,    20.94984
        1989,      351.99,f_d13c_classical,f_gstar_f1980,   11.639034,    14.02537,    17.38041,    28.30204,    27.85091,    27.85091,    35.66539,        0.75,           2,         Inf,   0.2414646,         Inf,   0.2414646,    20.95492
        1990,      353.18,f_d13c_classical,f_gstar_f1980,   11.674707,    14.05949,    17.39151,    28.28943,    27.94517,    27.94517,    35.78596,        0.75,           2,         Inf,   0.2413918,         Inf,   0.2413918,    20.95867
        1991,      354.45,f_d13c_classical,f_gstar_f1980,   11.712704,    14.09583,    17.40328,    28.27609,    28.04577,    28.04577,    35.91465,        0.75,           2,         Inf,   0.2413131,         Inf,   0.2413131,    20.96264
        1992,      355.37,f_d13c_classical,f_gstar_f1980,   11.740181,    14.12212,    17.41177,    28.26649,    28.11864,    28.11864,    36.00787,        0.75,           2,         Inf,   0.2412555,         Inf,   0.2412555,    20.96551
        1993,      356.10,f_d13c_classical,f_gstar_f1980,   11.761956,    14.14294,    17.41848,    28.25891,    28.17647,    28.17647,    36.08183,        0.75,           2,         Inf,   0.2412095,         Inf,   0.2412095,    20.96777
        1994,      357.61,f_d13c_classical,f_gstar_f1980,   11.806918,    14.18595,    17.43230,    28.24335,    28.29609,    28.29609,    36.23483,        0.75,           2,         Inf,   0.2411133,         Inf,   0.2411133,    20.97241
        1995,      359.51,f_d13c_classical,f_gstar_f1980,   11.863340,    14.23992,    17.44954,    28.22397,    28.44660,    28.44660,    36.42735,        0.75,           2,         Inf,   0.2409905,         Inf,   0.2409905,    20.97821
        1996,      361.19,f_d13c_classical,f_gstar_f1980,   11.913090,    14.28750,    17.46467,    28.20703,    28.57969,    28.57969,    36.59758,        0.75,           2,         Inf,   0.2408802,         Inf,   0.2408802,    20.98329
        1997,      362.50,f_d13c_classical,f_gstar_f1980,   11.951792,    14.32452,    17.47638,    28.19395,    28.68347,    28.68347,    36.73031,        0.75,           2,         Inf,   0.2407932,         Inf,   0.2407932,    20.98722
        1998,      365.23,f_d13c_classical,f_gstar_f1980,   12.032192,    14.40142,    17.50057,    28.16702,    28.89976,    28.89976,    37.00693,        0.75,           2,         Inf,   0.2406090,         Inf,   0.2406090,    20.99532
